location,total_sqft,BHK,bath,price
Electronic City,1500.0,3,2.0,75.0
Electronic City,1070.0,2,2.0,52.0
Electronic City,2435.0,4,4.0,119.0
Electronic City,1073.0,2,2.0,60.0
Electronic City,1500.0,3,2.0,78.0
Electronic City,1070.0,2,2.0,47.0
Electronic City,1296.0,2,2.0,65.0
Electronic City,1140.0,2,2.0,70.93
Electronic City,2093.0,4,4.0,104.0
Electronic City,1025.0,2,2.0,53.9
Electronic City,940.0,2,2.0,54.0
Electronic City,435.0,1,1.0,21.0
Electronic City,1500.0,3,2.0,77.5
Electronic City,1631.0,3,3.0,80.0
Electronic City,1355.0,2,2.0,67.0
Electronic City,435.0,1,1.0,22.0
Electronic City,1039.0,2,2.0,50.0
Electronic City,770.0,2,1.0,39.9
Electronic City,1128.0,2,2.0,64.0
Electronic City,605.0,1,1.0,13.31
Electronic City,530.0,1,1.0,13.5
Electronic City,1070.0,2,2.0,53.0
Electronic City,1571.0,3,3.0,83.0
Electronic City,1350.0,3,3.0,66.0
Electronic City,1652.0,3,3.0,110.0
Electronic City,1128.0,2,2.0,65.58
Electronic City,635.0,1,1.0,28.0
Electronic City,1128.0,2,2.0,65.4
Electronic City,1355.0,2,2.0,72.9
Electronic City,770.0,2,1.0,35.0
Electronic City,865.0,2,2.0,40.0
Electronic City,1108.0,2,2.0,63.0
Electronic City,630.0,1,1.0,40.5
Electronic City,605.0,1,1.0,22.0
Electronic City,1070.0,2,2.0,48.0
Electronic City,1360.0,3,2.0,70.0
Electronic City,635.0,1,1.0,28.0
Electronic City,1128.0,2,2.0,65.45
Electronic City,890.0,2,2.0,40.0
Electronic City,1360.0,3,2.0,58.0
Electronic City,630.0,1,1.0,33.7
Electronic City,1400.0,3,3.0,90.0
Electronic City,1287.0,3,3.0,55.0
Electronic City,1258.0,2,2.0,85.5
Electronic City,1386.0,2,2.0,85.0
Electronic City,550.0,1,1.0,27.0
Electronic City,1025.0,2,2.0,50.0
Electronic City,1070.0,2,2.0,55.0
Electronic City,1342.0,2,2.0,72.0
Electronic City,1275.0,3,3.0,70.0
Electronic City,770.0,2,1.0,38.0
Electronic City,1644.0,3,3.0,92.59
Electronic City,1250.0,2,2.0,62.0
Electronic City,418.0,1,1.0,12.0
Electronic City,1128.0,2,2.0,64.8
Electronic City,1060.0,2,2.0,55.0
Electronic City,710.0,1,1.0,40.42
Electronic City,1275.0,3,3.0,63.43
Electronic City,1518.0,3,3.0,75.0
Electronic City,1090.0,1,2.0,31.48
Electronic City,1060.0,2,2.0,55.0
Electronic City,1353.0,2,2.0,75.0
Electronic City,1128.0,2,2.0,67.0
Electronic City,1070.0,2,2.0,57.0
Electronic City,1700.0,3,3.0,90.0
Electronic City,750.0,1,1.0,35.0
Electronic City,1210.0,2,2.0,55.0
Electronic City,1070.0,2,2.0,60.0
Electronic City,1615.0,3,3.0,97.0
Electronic City,1221.0,2,2.0,68.0
Electronic City,1500.0,3,3.0,73.0
Electronic City,995.0,2,2.0,48.0
Electronic City,1342.0,2,2.0,90.0
Electronic City,1128.0,2,2.0,63.5
Electronic City,589.0,1,1.0,29.0
Electronic City,1575.0,3,3.0,94.5
Electronic City,1070.0,2,2.0,48.0
Electronic City,1025.0,2,2.0,54.0
Electronic City,1500.0,3,2.0,70.0
Electronic City,1500.0,3,2.0,64.5
Electronic City,2093.0,4,4.0,134.0
Electronic City,1355.0,2,2.0,73.0
Electronic City,1360.0,3,2.0,64.99
Electronic City,1060.0,2,2.0,52.0
Electronic City Phase II,1056.0,2,2.0,39.07
Electronic City Phase II,1020.0,2,2.0,30.6
Electronic City Phase II,1069.0,2,2.0,45.0
Electronic City Phase II,630.0,1,1.0,28.35
Electronic City Phase II,1000.0,2,2.0,25.0
Electronic City Phase II,1090.0,2,2.0,28.34
Electronic City Phase II,2225.0,4,4.0,98.88
Electronic City Phase II,775.0,2,2.0,38.0
Electronic City Phase II,1266.0,2,2.0,59.0
Electronic City Phase II,1000.0,2,2.0,28.88
Electronic City Phase II,972.0,2,2.0,44.0
Electronic City Phase II,1031.0,2,2.0,55.0
Electronic City Phase II,1003.0,2,2.0,40.6
Electronic City Phase II,1031.0,2,2.0,56.35
Electronic City Phase II,1395.0,3,2.0,62.78
Electronic City Phase II,1160.0,2,2.0,33.5
Electronic City Phase II,1065.0,2,2.0,30.75
Electronic City Phase II,1219.0,2,2.0,61.25
Electronic City Phase II,1000.0,2,2.0,28.88
Electronic City Phase II,1790.0,3,3.0,100.0
Electronic City Phase II,769.0,2,2.0,40.0
Electronic City Phase II,900.0,2,2.0,32.5
Electronic City Phase II,993.0,3,2.0,50.0
Electronic City Phase II,1418.0,3,3.0,52.47
Electronic City Phase II,1070.0,2,2.0,45.0
Electronic City Phase II,1140.0,2,2.0,33.06
Electronic City Phase II,1089.0,2,2.0,32.67
Electronic City Phase II,1031.0,2,2.0,55.0
Electronic City Phase II,1253.0,2,2.0,65.8
Electronic City Phase II,1160.0,2,2.0,33.5
Electronic City Phase II,975.0,3,2.0,45.0
Electronic City Phase II,6000.0,4,4.0,260.0
Electronic City Phase II,1116.0,2,2.0,37.0
Electronic City Phase II,1125.0,2,2.0,29.25
Electronic City Phase II,1000.0,2,2.0,28.88
Electronic City Phase II,1000.0,2,2.0,28.88
Electronic City Phase II,1000.0,2,2.0,28.88
Electronic City Phase II,1165.0,2,2.0,30.29
Electronic City Phase II,1031.0,2,2.0,53.0
Electronic City Phase II,1065.0,2,2.0,30.88
Electronic City Phase II,1549.0,3,3.0,80.0
Electronic City Phase II,1065.0,2,2.0,56.13
Electronic City Phase II,920.0,2,2.0,26.0
Electronic City Phase II,1140.0,2,2.0,33.84
Electronic City Phase II,1219.0,2,2.0,61.26
Electronic City Phase II,1252.0,3,2.0,65.0
Electronic City Phase II,1125.0,2,2.0,32.49
Electronic City Phase II,1286.0,2,2.0,69.0
Electronic City Phase II,1140.0,2,2.0,32.92
Electronic City Phase II,1116.0,2,2.0,40.0
Electronic City Phase II,1150.0,3,3.0,46.0
Electronic City Phase II,1192.0,3,2.0,47.0
Electronic City Phase II,1020.0,2,2.0,32.0
Electronic City Phase II,1900.0,4,3.0,97.0
Electronic City Phase II,1020.0,2,2.0,27.43
Electronic City Phase II,1025.0,2,2.0,26.65
Electronic City Phase II,1020.0,2,2.0,29.45
Electronic City Phase II,1000.0,2,2.0,28.88
Electronic City Phase II,1140.0,2,2.0,28.5
Electronic City Phase II,1125.0,2,2.0,32.49
Electronic City Phase II,1200.0,2,2.0,34.65
Electronic City Phase II,1160.0,2,2.0,52.2
Electronic City Phase II,1244.0,2,2.0,55.0
Electronic City Phase II,1160.0,2,2.0,33.51
Electronic City Phase II,972.0,2,2.0,40.0
Electronic City Phase II,1160.0,2,2.0,33.51
Electronic City Phase II,1090.0,2,2.0,31.48
Electronic City Phase II,1140.0,2,2.0,32.92
Electronic City Phase II,650.0,1,1.0,35.0
Electronic City Phase II,1155.0,2,2.0,57.0
Electronic City Phase II,1800.0,3,3.0,92.0
Electronic City Phase II,1300.0,2,2.0,28.0
Electronic City Phase II,1160.0,2,2.0,33.5
Electronic City Phase II,1025.0,2,2.0,29.6
Electronic City Phase II,829.0,2,2.0,22.8
Electronic City Phase II,2187.5,4,4.0,105.0
Electronic City Phase II,1252.0,2,2.0,67.0
Electronic City Phase II,1125.0,2,2.0,32.63
Electronic City Phase II,1140.0,2,2.0,34.0
Electronic City Phase II,1252.0,3,2.0,65.0
Electronic City Phase II,1135.0,2,2.0,46.0
Electronic City Phase II,1305.0,3,3.0,65.0
Electronic City Phase II,1165.0,2,2.0,33.64
Electronic City Phase II,1336.0,3,2.0,50.35
Electronic City Phase II,575.0,1,1.0,16.75
Electronic City Phase II,925.0,3,2.0,49.82
Electronic City Phase II,1065.0,2,2.0,30.76
Electronic City Phase II,1065.0,2,2.0,30.75
Electronic City Phase II,1140.0,2,2.0,33.06
Electronic City Phase II,911.0,2,2.0,26.5
Electronic City Phase II,1200.0,2,2.0,34.65
Electronic City Phase II,1031.0,2,2.0,54.48
Electronics City Phase 1,1475.0,3,3.0,78.29
Electronics City Phase 1,1490.0,3,3.0,78.8
Electronics City Phase 1,1113.27,2,2.0,53.0
Electronics City Phase 1,1490.0,3,3.0,84.0
Electronics City Phase 1,1015.0,2,2.0,56.0
Electronics City Phase 1,1515.0,3,2.0,80.91
Electronics City Phase 1,995.0,2,2.0,46.0
Electronics City Phase 1,1555.0,3,2.0,82.0
Electronics City Phase 1,1340.0,2,2.0,75.0
Electronics City Phase 1,1124.0,3,2.0,55.0
Electronics City Phase 1,1175.0,2,2.0,57.0
Electronics City Phase 1,755.0,1,1.0,42.41
Electronics City Phase 1,580.0,1,1.0,27.0
Electronics City Phase 1,940.0,2,2.0,49.0
Electronics City Phase 1,1335.0,2,2.0,67.0
Electronics City Phase 1,1113.12,2,2.0,55.0
Electronics City Phase 1,1350.0,3,3.0,71.0
Electronics City Phase 1,995.0,2,2.0,49.8
Electronics City Phase 1,635.0,1,1.0,26.0
Electronics City Phase 1,1190.0,2,2.0,68.0
Electronics City Phase 1,1450.0,3,3.0,72.54
Electronics City Phase 1,360.0,1,1.0,16.9
Electronics City Phase 1,638.0,1,1.0,32.0
Electronics City Phase 1,1175.0,2,2.0,64.98
Electronics City Phase 1,585.0,1,1.0,21.0
Electronics City Phase 1,1200.0,2,2.0,59.76
Electronics City Phase 1,1145.0,2,2.0,54.0
Electronics City Phase 1,1125.0,2,2.0,65.0
Electronics City Phase 1,1550.0,3,2.0,82.0
Electronics City Phase 1,865.0,2,2.0,40.0
Electronics City Phase 1,1800.0,3,3.0,93.0
Electronics City Phase 1,1314.0,2,2.0,60.0
Electronics City Phase 1,1170.0,2,2.0,62.0
Electronics City Phase 1,1450.0,3,3.0,79.0
Electronics City Phase 1,940.0,2,2.0,48.0
Electronics City Phase 1,940.0,2,2.0,44.0
Electronics City Phase 1,1300.0,2,2.0,67.0
Electronics City Phase 1,1028.0,2,2.0,51.0
Electronics City Phase 1,1205.0,2,2.0,60.0
Electronics City Phase 1,1305.0,2,2.0,67.0
Electronics City Phase 1,755.0,1,1.0,30.12
Electronics City Phase 1,1175.0,2,2.0,60.0
Frazer Town,1700.0,3,3.0,180.0
Frazer Town,1305.0,3,3.0,95.45
Frazer Town,1870.0,3,3.0,185.0
Frazer Town,1750.0,3,3.0,150.0
Frazer Town,2000.0,3,3.0,200.0
Frazer Town,3500.0,3,4.0,330.0
Frazer Town,2350.0,3,4.0,285.0
Frazer Town,1550.0,2,2.0,140.0
Frazer Town,1900.0,3,4.0,145.0
Frazer Town,2560.0,3,3.0,265.0
Frazer Town,2400.0,3,3.0,260.0
Frazer Town,2560.0,3,3.0,288.0
Frazer Town,3436.0,4,5.0,341.0
Frazer Town,1315.0,2,2.0,140.0
Frazer Town,1706.0,3,3.0,154.0
Frazer Town,2079.0,3,3.0,220.0
Frazer Town,3435.0,4,2.0,341.0
Frazer Town,3436.0,4,5.0,345.0
Frazer Town,3100.0,3,3.0,400.0
Frazer Town,5400.0,3,3.0,400.0
Frazer Town,1180.0,2,2.0,105.0
Frazer Town,2900.0,4,4.0,325.0
Frazer Town,1870.0,3,3.0,180.0
Frazer Town,896.0,1,1.0,100.0
Frazer Town,1420.0,2,2.0,120.0
GM Palaya,1820.0,3,2.0,86.0
GM Palaya,1225.0,2,2.0,47.0
GM Palaya,1140.0,2,2.0,48.95
GM Palaya,1315.0,3,2.0,65.0
GM Palaya,1315.0,3,3.0,65.0
GM Palaya,1315.0,3,3.0,64.0
GM Palaya,1735.0,3,3.0,70.0
GM Palaya,1643.0,3,2.0,70.0
Garudachar Palya,1325.0,3,2.0,60.8
Garudachar Palya,1060.0,2,2.0,48.7
Garudachar Palya,1150.0,2,2.0,52.75
Garudachar Palya,1295.0,3,2.0,59.5
Garudachar Palya,1320.0,3,2.0,60.6
Garudachar Palya,1295.0,3,2.0,59.5
Garudachar Palya,1150.0,2,2.0,52.8
Garudachar Palya,1150.0,2,2.0,52.8
Garudachar Palya,1060.0,2,2.0,48.5
Garudachar Palya,1150.0,2,2.0,52.5
Garudachar Palya,1325.0,3,2.0,60.8
Garudachar Palya,1060.0,2,2.0,48.66
Garudachar Palya,1150.0,2,2.0,52.0
Garudachar Palya,1154.0,2,2.0,51.8
Gollarapalya Hosahalli,861.0,2,2.0,34.5
Gollarapalya Hosahalli,1408.0,3,3.0,62.0
Gollarapalya Hosahalli,861.0,2,2.0,34.5
Gollarapalya Hosahalli,1318.0,3,3.0,54.0
Gollarapalya Hosahalli,861.0,2,2.0,36.5
Gollarapalya Hosahalli,1320.0,3,3.0,60.0
Gollarapalya Hosahalli,1345.0,3,3.0,60.0
Gollarapalya Hosahalli,1905.0,4,3.0,86.0
Gollarapalya Hosahalli,1318.0,3,3.0,56.0
Gollarapalya Hosahalli,1129.0,2,2.0,50.0
Gottigere,1100.0,2,2.0,40.0
Gottigere,967.0,2,2.0,45.0
Gottigere,1618.0,3,3.0,82.5
Gottigere,1222.0,2,2.0,63.0
Gottigere,1300.0,3,3.0,65.0
Gottigere,950.0,2,2.0,38.0
Gottigere,1153.0,2,2.0,48.5
Gottigere,812.0,1,1.0,26.0
Gottigere,1460.0,3,2.0,65.0
Gottigere,1500.0,3,3.0,70.0
Gottigere,1621.0,3,3.0,72.0
Gottigere,812.0,1,1.0,26.0
Gottigere,990.0,2,2.0,40.0
Gottigere,1235.0,2,2.0,63.0
Gottigere,1385.0,3,3.0,64.0
Gottigere,1000.0,2,2.0,35.0
Gottigere,1010.0,2,2.0,35.0
Gottigere,1435.0,3,2.0,62.0
Gottigere,945.0,2,2.0,45.0
Gottigere,2500.0,4,3.0,120.0
Gottigere,1230.0,3,2.0,52.0
Gottigere,1120.0,2,2.0,50.0
Gottigere,1500.0,3,3.0,63.0
Gottigere,1200.0,2,2.0,40.0
Gottigere,1280.0,2,2.0,61.0
Gottigere,1205.0,2,2.0,56.58
Gottigere,1170.0,2,2.0,40.0
Gottigere,3000.0,4,3.0,132.0
Gottigere,1613.0,3,3.0,72.0
Gottigere,1110.0,2,2.0,36.25
Gottigere,1245.0,2,2.0,59.0
Gottigere,1200.0,2,2.0,50.0
Green Glen Layout,1670.0,3,3.0,120.0
Green Glen Layout,3250.0,4,4.0,230.0
Green Glen Layout,1776.42,3,3.0,105.0
Green Glen Layout,3250.0,4,4.0,230.0
Green Glen Layout,940.0,2,2.0,56.8
Green Glen Layout,1075.0,2,2.0,60.0
Green Glen Layout,1715.0,3,3.0,115.0
Green Glen Layout,1751.0,3,2.0,115.0
Green Glen Layout,1750.0,3,3.0,130.0
Green Glen Layout,1530.0,3,3.0,105.0
Green Glen Layout,1752.0,3,3.0,105.0
Green Glen Layout,1680.0,3,4.0,95.0
Green Glen Layout,1728.0,3,3.0,125.0
Green Glen Layout,1645.0,3,3.0,110.0
Green Glen Layout,1517.0,3,3.0,100.0
Green Glen Layout,3150.0,4,4.0,218.0
Green Glen Layout,1750.0,3,3.0,120.0
Green Glen Layout,1751.0,3,3.0,115.0
Green Glen Layout,1750.0,3,3.0,105.0
Green Glen Layout,1885.0,3,3.0,135.0
Green Glen Layout,1715.0,3,3.0,120.0
Green Glen Layout,1623.29,3,2.0,105.0
Green Glen Layout,1715.0,3,3.0,115.0
Green Glen Layout,1715.0,3,3.0,105.0
Green Glen Layout,1600.0,3,3.0,105.0
Green Glen Layout,1717.0,3,3.0,125.0
Green Glen Layout,1250.0,2,2.0,75.0
Green Glen Layout,1715.0,3,3.0,112.0
Gubbalala,1470.0,3,2.0,82.0
Gubbalala,1745.0,3,3.0,104.0
Gubbalala,1745.0,3,3.0,115.0
Gubbalala,1745.0,3,3.0,110.0
Gubbalala,1650.0,3,3.0,71.0
Gubbalala,2570.0,5,4.0,141.0
Gubbalala,1205.0,2,2.0,70.0
Gubbalala,1435.0,3,2.0,80.0
Gubbalala,1475.0,2,2.0,80.0
Gubbalala,1100.0,2,2.0,49.5
Gubbalala,1060.0,2,2.0,46.0
Gubbalala,2000.0,3,3.0,125.0
Gunjur,1140.0,2,2.0,43.0
Gunjur,1356.0,3,2.0,66.0
Gunjur,1600.0,3,3.0,75.0
Gunjur,2000.0,4,3.0,95.0
Gunjur,1140.0,2,2.0,49.11
Gunjur,1195.0,2,2.0,44.0
Gunjur,1190.0,2,2.0,40.0
Gunjur,1457.0,2,2.0,60.0
Gunjur,1080.0,2,2.0,41.0
Gunjur,1175.0,2,2.0,43.48
Gunjur,1362.0,3,3.0,62.63
Gunjur,1071.0,2,2.0,51.0
Gunjur,1063.0,2,2.0,40.0
Gunjur,1235.0,2,2.0,52.76
Gunjur,1362.0,3,3.0,62.63
Gunjur,1362.0,3,3.0,62.63
Gunjur,1588.0,3,2.0,90.0
Gunjur,1235.0,2,2.0,44.5
Gunjur,1457.0,2,2.0,60.0
HBR Layout,2800.0,3,2.0,200.0
HBR Layout,1722.0,3,3.0,95.0
HBR Layout,1200.0,4,4.0,120.0
HBR Layout,1200.0,2,2.0,60.0
HBR Layout,1004.0,2,2.0,49.0
HBR Layout,1783.0,3,3.0,125.0
HBR Layout,1656.0,3,3.0,90.0
HBR Layout,1089.0,2,2.0,60.0
HBR Layout,1700.0,3,3.0,110.0
HBR Layout,1198.0,2,2.0,65.0
HBR Layout,1200.0,4,4.0,115.0
HBR Layout,1200.0,2,2.0,120.0
HBR Layout,1832.0,3,3.0,160.0
HRBR Layout,1374.0,2,2.0,95.0
HRBR Layout,1440.0,2,2.0,98.0
HRBR Layout,2800.0,3,3.0,250.0
HRBR Layout,1210.0,2,2.0,75.0
HRBR Layout,1265.0,2,2.0,78.0
HRBR Layout,1170.0,2,2.0,75.0
HRBR Layout,1900.0,4,3.0,90.0
HRBR Layout,1625.0,3,3.0,120.0
HRBR Layout,1301.0,2,2.0,120.0
HRBR Layout,1145.0,2,2.0,68.5
HRBR Layout,1300.0,2,2.0,90.0
HSR Layout,1372.0,2,2.0,68.0
HSR Layout,1475.0,3,3.0,75.0
HSR Layout,1467.0,2,2.0,55.0
HSR Layout,1140.0,2,2.0,46.0
HSR Layout,1372.0,2,2.0,61.0
HSR Layout,1750.0,3,3.0,95.0
HSR Layout,1027.0,2,2.0,44.0
HSR Layout,1650.0,3,3.0,110.0
HSR Layout,1140.0,2,2.0,46.0
HSR Layout,1372.0,2,2.0,61.0
HSR Layout,1140.0,2,2.0,46.0
HSR Layout,1185.0,2,2.0,60.0
HSR Layout,1127.0,2,2.0,68.0
HSR Layout,1600.0,3,2.0,115.0
HSR Layout,1145.0,2,2.0,48.0
HSR Layout,1009.0,2,2.0,56.0
HSR Layout,1300.0,2,2.0,98.0
HSR Layout,1140.0,2,2.0,46.0
HSR Layout,1126.0,2,2.0,69.0
HSR Layout,1140.0,2,2.0,46.0
HSR Layout,1145.0,2,2.0,46.0
HSR Layout,1142.0,2,2.0,65.0
HSR Layout,1145.0,2,2.0,46.0
HSR Layout,1844.0,3,3.0,95.0
HSR Layout,1203.0,2,2.0,72.0
HSR Layout,1140.0,2,2.0,46.0
HSR Layout,4200.0,5,5.0,245.0
HSR Layout,1140.0,2,2.0,46.0
HSR Layout,1145.0,2,2.0,46.0
HSR Layout,1009.0,2,2.0,56.0
HSR Layout,1145.0,2,2.0,46.0
HSR Layout,1100.0,2,2.0,44.0
HSR Layout,1203.0,2,2.0,60.0
HSR Layout,1120.0,2,2.0,70.0
HSR Layout,1140.0,2,2.0,46.0
HSR Layout,1289.0,2,2.0,70.0
HSR Layout,1844.0,3,3.0,89.0
HSR Layout,1203.0,2,2.0,60.0
HSR Layout,1140.0,2,2.0,46.0
Haralur Road,1240.0,2,2.0,70.0
Haralur Road,1027.0,2,2.0,44.0
Haralur Road,2650.0,4,4.0,198.0
Haralur Road,1194.0,2,2.0,47.0
Haralur Road,1202.0,2,2.0,53.0
Haralur Road,1056.0,2,2.0,61.0
Haralur Road,1810.0,3,3.0,100.0
Haralur Road,1194.0,2,2.0,46.0
Haralur Road,1225.0,2,2.0,67.38
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1027.0,2,2.0,44.0
Haralur Road,1920.0,3,3.0,115.0
Haralur Road,1875.0,3,3.0,110.0
Haralur Road,1194.0,2,2.0,47.0
Haralur Road,1140.0,2,2.0,43.0
Haralur Road,1027.0,2,2.0,44.0
Haralur Road,1194.0,2,2.0,46.0
Haralur Road,2017.0,3,3.0,125.0
Haralur Road,1140.0,2,2.0,43.0
Haralur Road,1875.0,3,3.0,110.0
Haralur Road,1092.0,2,2.0,44.0
Haralur Road,2475.0,3,4.0,130.0
Haralur Road,1300.0,2,2.0,73.0
Haralur Road,1194.0,2,2.0,47.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1850.0,3,3.0,110.0
Haralur Road,1225.0,2,2.0,67.38
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,3400.0,4,5.0,240.0
Haralur Road,1464.0,2,2.0,56.0
Haralur Road,1230.0,2,2.0,78.0
Haralur Road,1000.0,2,2.0,44.0
Haralur Road,1300.0,2,2.0,79.0
Haralur Road,1444.0,3,2.0,80.0
Haralur Road,1088.0,2,2.0,68.0
Haralur Road,1027.0,2,2.0,44.0
Haralur Road,1225.0,2,2.0,70.0
Haralur Road,1194.0,2,2.0,46.0
Haralur Road,1830.0,3,3.0,101.0
Haralur Road,1810.0,3,3.0,126.0
Haralur Road,1464.0,2,2.0,56.0
Haralur Road,1520.0,3,2.0,96.0
Haralur Road,1300.0,2,2.0,75.0
Haralur Road,2017.0,3,2.0,125.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1027.0,2,2.0,44.0
Haralur Road,2805.0,4,5.0,160.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1027.0,2,2.0,44.0
Haralur Road,2017.0,3,3.0,105.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1520.0,3,2.0,90.0
Haralur Road,1300.0,2,2.0,60.0
Haralur Road,1985.0,3,3.0,130.0
Haralur Road,1255.0,3,2.0,90.0
Haralur Road,1056.0,2,2.0,60.0
Haralur Road,1140.0,2,2.0,42.0
Haralur Road,1245.0,2,2.0,62.0
Haralur Road,1140.0,2,2.0,58.0
Haralur Road,1140.0,2,2.0,42.0
Haralur Road,1027.0,2,2.0,43.0
Haralur Road,1194.0,2,2.0,47.0
Haralur Road,1194.0,2,2.0,47.0
Haralur Road,1560.0,3,3.0,90.0
Haralur Road,1520.0,3,2.0,85.0
Haralur Road,1243.0,2,2.0,45.0
Haralur Road,1027.0,2,2.0,44.0
Haralur Road,1194.0,2,2.0,46.0
Haralur Road,1650.0,3,3.0,100.0
Haralur Road,1580.0,3,3.0,73.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1194.0,2,2.0,47.0
Haralur Road,1520.0,3,2.0,96.0
Haralur Road,1510.0,3,3.0,83.05
Haralur Road,1056.0,2,2.0,65.0
Haralur Road,1810.0,3,3.0,100.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,575.0,1,1.0,38.0
Haralur Road,1194.0,2,2.0,46.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1194.0,2,2.0,46.0
Haralur Road,1140.0,2,2.0,43.0
Haralur Road,1850.0,3,3.0,120.0
Haralur Road,1194.0,2,2.0,47.0
Haralur Road,1194.0,2,2.0,47.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1710.0,3,3.0,85.0
Haralur Road,1730.0,3,3.0,95.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1817.0,3,3.0,110.0
Haralur Road,1225.0,2,2.0,77.0
Haralur Road,1285.0,2,2.0,78.0
Haralur Road,1225.0,2,2.0,67.48
Haralur Road,1225.0,2,2.0,69.84
Haralur Road,1200.0,2,2.0,46.0
Haralur Road,1315.0,2,2.0,85.0
Haralur Road,1976.0,3,3.0,92.0
Haralur Road,1300.0,2,2.0,75.0
Haralur Road,1309.0,2,2.0,82.0
Haralur Road,1027.0,2,1.0,44.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1140.0,2,2.0,43.0
Haralur Road,1300.0,2,2.0,75.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1890.0,3,3.0,84.0
Haralur Road,1230.0,2,2.0,67.65
Haralur Road,1194.0,2,2.0,46.0
Haralur Road,1092.0,2,2.0,44.0
Haralur Road,1255.0,3,3.0,90.0
Haralur Road,1735.0,3,3.0,97.0
Haralur Road,1810.0,3,3.0,97.83
Haralur Road,1200.0,2,2.0,46.0
Haralur Road,1243.0,2,2.0,46.0
Haralur Road,1810.0,3,3.0,112.0
Harlur,1508.0,2,2.0,77.0
Harlur,1752.12,3,3.0,135.0
Harlur,1709.0,3,3.0,150.0
Harlur,1174.0,2,2.0,69.0
Harlur,1033.0,2,2.0,49.0
Harlur,1197.0,2,2.0,84.0
Harlur,1757.0,3,3.0,132.0
Harlur,1174.0,2,2.0,76.0
Harlur,1754.0,3,3.0,125.0
Harlur,1290.0,2,2.0,85.0
Harlur,1752.12,3,3.0,116.0
Harlur,1754.0,3,3.0,135.0
Harlur,1754.0,3,3.0,124.0
Harlur,1152.0,2,2.0,69.0
Harlur,1290.0,2,2.0,87.0
Harlur,1749.0,3,3.0,115.0
Harlur,3385.0,4,4.0,260.0
Harlur,2240.0,3,5.0,155.0
Harlur,1758.0,3,3.0,133.0
Harlur,1197.0,2,2.0,79.0
Harlur,1174.0,2,2.0,78.0
Harlur,1200.0,2,2.0,52.0
Harlur,1197.0,2,2.0,79.0
Harlur,1749.0,3,3.0,112.0
Harlur,1174.0,2,2.0,75.0
Harlur,1750.0,3,3.0,136.0
Harlur,1620.0,3,3.0,110.0
Harlur,1762.0,3,3.0,133.0
Harlur,1756.0,3,3.0,131.0
Harlur,1755.0,3,3.0,130.0
Harlur,1864.0,3,3.0,140.0
Harlur,1331.0,2,2.0,88.0
Harlur,1752.12,3,3.0,133.0
Harlur,1133.0,2,2.0,55.0
Harlur,1756.0,3,3.0,128.0
Harlur,1749.0,3,3.0,120.0
Harlur,1197.0,2,2.0,82.0
Harlur,1303.0,2,2.0,90.0
Harlur,1754.0,3,3.0,132.0
Harlur,1174.0,2,2.0,75.0
Harlur,1756.0,3,3.0,134.0
Harlur,1197.0,2,2.0,78.0
Harlur,1290.0,2,2.0,89.9
Harlur,1386.0,2,2.0,85.0
Harlur,1174.0,2,2.0,74.0
Harlur,1174.0,2,2.0,78.0
Harlur,1755.0,3,3.0,115.0
Harlur,2569.0,4,4.0,175.0
Harlur,1197.0,2,2.0,77.0
Harlur,1752.12,3,3.0,125.0
Harlur,2569.0,4,5.0,180.0
Harlur,1225.0,2,2.0,56.0
Harlur,1197.0,2,2.0,76.0
Harlur,1197.0,2,2.0,75.0
Harlur,1755.0,3,3.0,117.0
Harlur,1197.0,2,2.0,79.9
Harlur,936.0,2,2.0,45.0
Harlur,2990.0,4,4.0,225.0
Harlur,1370.0,2,2.0,88.0
Harlur,1335.0,2,2.0,72.76
Hebbal,1760.0,3,2.0,123.0
Hebbal,5611.5,4,4.0,477.0
Hebbal,1349.0,2,2.0,98.2
Hebbal,2483.0,4,5.0,212.0
Hebbal,1760.0,3,2.0,130.0
Hebbal,3450.0,3,5.0,260.0
Hebbal,1920.0,3,3.0,134.0
Hebbal,1337.0,2,2.0,82.0
Hebbal,1349.0,2,2.0,98.0
Hebbal,1790.0,3,3.0,127.0
Hebbal,687.325,2,2.0,42.72
Hebbal,2790.0,4,5.0,198.0
Hebbal,1985.0,3,4.0,189.0
Hebbal,2483.0,4,5.0,215.0
Hebbal,1080.0,2,2.0,54.0
Hebbal,812.0,2,2.0,55.0
